10:56:54 -> Populating pitcher ID#s
10:56:56 -> Successful query, finding number of pages in pitching leaderboard
10:56:56 -> Num pages in pitching leaderboard: 305 
11:28:40 -> Parsing page 568 of 584 (Batters leaderboard)
11:28:42 -> Parsing page 569 of 584 (Batters leaderboard)
11:28:44 -> Parsing page 570 of 584 (Batters leaderboard)
11:28:47 -> Parsing page 571 of 584 (Batters leaderboard)
11:28:49 -> Parsing page 572 of 584 (Batters leaderboard)
11:28:51 -> Parsing page 573 of 584 (Batters leaderboard)
11:28:54 -> Parsing page 574 of 584 (Batters leaderboard)
11:28:56 -> Parsing page 575 of 584 (Batters leaderboard)
11:28:58 -> Parsing page 576 of 584 (Batters leaderboard)
11:29:01 -> Parsing page 577 of 584 (Batters leaderboard)
11:29:03 -> Parsing page 578 of 584 (Batters leaderboard)
11:29:05 -> Parsing page 579 of 584 (Batters leaderboard)
11:29:08 -> Parsing page 580 of 584 (Batters leaderboard)
11:29:10 -> Parsing page 581 of 584 (Batters leaderboard)
11:29:12 -> Parsing page 582 of 584 (Batters leaderboard)
11:29:15 -> Parsing page 583 of 584 (Batters leaderboard)
11:29:17 -> Parsing page 584 of 584 (Batters leaderboard)
11:29:17 -> Done parsing, writing values to: Batter_IDs.csv
11:29:17 -> Batter ID#s populated
11:29:17 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:29:17 -> Populating batter ID#s from: Batter_IDs.csv
11:29:18 -> Getting game logs for: Yasiel Puig
11:29:19 -> Game logs found, writing to csv
11:29:19 -> Game logs for Yasiel Puig written to: Yasiel Puig_GameLogs_All.csv
11:29:19 -> Getting play logs for: Yasiel Puig
11:29:24 -> Play logs for Yasiel Puig written to: YasielPuig_PlayLogsAll.csv
11:29:40 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:29:40 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:29:40 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:29:40 -> Populating batter ID#s from: Batter_IDs.csv
11:29:41 -> Getting game logs for: Yasiel Puig
11:29:42 -> Game logs found, writing to csv
11:29:42 -> Game logs for Yasiel Puig written to: YasielPuig_GameLogs_All.csv
11:29:43 -> Getting play logs for: Yasiel Puig
11:29:47 -> Play logs for Yasiel Puig written to: YasielPuig_PlayLogsAll.csv
11:29:47 -> File already generated: YasielPuig_GameLogs_All.csv
11:30:30 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:30:30 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:30:30 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:30:30 -> Populating batter ID#s from: Batter_IDs.csv
11:30:31 -> Getting game logs for: Yasiel Puig
11:30:32 -> Game logs found, writing to csv
11:30:32 -> Game logs for Yasiel Puig written to: YasielPuig_GameLogs_All.csv
11:30:32 -> Getting play logs for: Yasiel Puig
11:30:37 -> Play logs for Yasiel Puig written to: YasielPuig_PlayLogsAll.csv
11:30:37 -> File already generated: YasielPuig_GameLogs_All.csv
11:30:38 -> Getting game logs for: Clayton Kershaw
11:30:38 -> Game logs found, writing to csv
11:30:38 -> Game logs for Clayton Kershaw written to: ClaytonKershaw_GameLogs_All.csv
11:30:39 -> Getting play logs for: Clayton Kershaw
11:30:53 -> Play logs for Clayton Kershaw written to: ClaytonKershaw_PlayLogsAll.csv
11:33:27 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:33:27 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:33:27 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:33:27 -> Populating batter ID#s from: Batter_IDs.csv
11:33:29 -> Getting game logs for: Yasiel Puig
11:33:30 -> Game logs found, writing to csv
11:33:30 -> Game logs for Yasiel Puig written to: YasielPuig_GameLogs_All.csv
11:33:31 -> Getting play logs for: Yasiel Puig
11:33:35 -> Play logs for Yasiel Puig written to: YasielPuig_PlayLogsAll.csv
11:33:35 -> File already generated: YasielPuig_GameLogs_All.csv
11:33:36 -> Getting game logs for: Clayton Kershaw
11:33:36 -> Game logs found, writing to csv
11:33:36 -> Game logs for Clayton Kershaw written to: ClaytonKershaw_GameLogs_All.csv
11:33:37 -> Getting play logs for: Clayton Kershaw
11:33:52 -> Play logs for Clayton Kershaw written to: ClaytonKershaw_PlayLogsAll.csv
11:35:43 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:35:43 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:35:43 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:35:43 -> Populating batter ID#s from: Batter_IDs.csv
11:35:43 -> File already generated: YasielPuig_GameLogs_All.csv
11:35:43 -> File already generated: YasielPuig_PlayLogsAll.csv
11:35:43 -> File already generated: YasielPuig_GameLogs_All.csv
11:35:57 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:35:57 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:35:57 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:35:57 -> Populating batter ID#s from: Batter_IDs.csv
11:35:57 -> File already generated: YasielPuig_GameLogs_All.csv
11:35:57 -> File already generated: YasielPuig_PlayLogsAll.csv
11:35:57 -> File already generated: YasielPuig_GameLogs_All.csv
11:36:21 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:36:21 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:36:21 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:36:21 -> Populating batter ID#s from: Batter_IDs.csv
11:36:21 -> File already generated: YasielPuig_GameLogs_All.csv
11:36:21 -> File already generated: YasielPuig_PlayLogsAll.csv
11:36:21 -> File already generated: YasielPuig_GameLogs_All.csv
11:36:37 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:36:37 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:36:37 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:36:37 -> Populating batter ID#s from: Batter_IDs.csv
11:36:37 -> File already generated: YasielPuig_GameLogs_All.csv
11:36:37 -> File already generated: YasielPuig_PlayLogsAll.csv
11:36:37 -> File already generated: YasielPuig_GameLogs_All.csv
11:36:37 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:36:37 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:37:01 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:37:01 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:37:01 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:37:01 -> Populating batter ID#s from: Batter_IDs.csv
11:37:01 -> File already generated: YasielPuig_GameLogs_All.csv
11:37:01 -> File already generated: YasielPuig_PlayLogsAll.csv
11:37:01 -> File already generated: YasielPuig_GameLogs_All.csv
11:37:01 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:37:01 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:37:19 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:37:19 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:37:19 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:37:19 -> Populating batter ID#s from: Batter_IDs.csv
11:37:19 -> File already generated: YasielPuig_GameLogs_All.csv
11:37:19 -> File already generated: YasielPuig_PlayLogsAll.csv
11:37:19 -> File already generated: YasielPuig_GameLogs_All.csv
11:38:38 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:38:38 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:38:38 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:38:38 -> Populating batter ID#s from: Batter_IDs.csv
11:38:38 -> File already generated: YasielPuig_GameLogs_All.csv
11:38:38 -> File already generated: YasielPuig_PlayLogsAll.csv
11:38:38 -> File already generated: YasielPuig_GameLogs_All.csv
11:38:38 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:38:38 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:38:52 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:38:52 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:38:52 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:38:52 -> Populating batter ID#s from: Batter_IDs.csv
11:38:53 -> File already generated: YasielPuig_GameLogs_All.csv
11:38:53 -> File already generated: YasielPuig_PlayLogsAll.csv
11:38:53 -> File already generated: YasielPuig_GameLogs_All.csv
11:38:53 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:38:53 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:45:03 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:45:03 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:45:03 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:45:03 -> Populating batter ID#s from: Batter_IDs.csv
11:45:03 -> File already generated: YasielPuig_GameLogs_All.csv
11:45:03 -> File already generated: YasielPuig_PlayLogsAll.csv
11:45:10 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:45:10 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:45:10 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:45:10 -> Populating batter ID#s from: Batter_IDs.csv
11:45:10 -> File already generated: YasielPuig_GameLogs_All.csv
11:45:10 -> File already generated: YasielPuig_PlayLogsAll.csv
11:45:10 -> File already generated: YasielPuig_GameLogs_All.csv
11:47:05 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:47:05 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:47:05 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:47:05 -> Populating batter ID#s from: Batter_IDs.csv
11:47:05 -> File already generated: YasielPuig_GameLogs_All.csv
11:47:05 -> File already generated: YasielPuig_PlayLogsAll.csv
11:47:05 -> File already generated: YasielPuig_GameLogs_All.csv
11:47:40 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:47:40 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:47:40 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:47:40 -> Populating batter ID#s from: Batter_IDs.csv
11:47:40 -> File already generated: YasielPuig_GameLogs_All.csv
11:47:40 -> File already generated: YasielPuig_PlayLogsAll.csv
11:47:40 -> File already generated: YasielPuig_GameLogs_All.csv
11:47:49 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:47:49 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:47:53 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:47:53 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:47:53 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:47:53 -> Populating batter ID#s from: Batter_IDs.csv
11:47:53 -> File already generated: YasielPuig_GameLogs_All.csv
11:47:53 -> File already generated: YasielPuig_PlayLogsAll.csv
11:47:53 -> File already generated: YasielPuig_GameLogs_All.csv
11:47:59 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:47:59 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:49:11 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:49:11 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:49:11 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:49:11 -> Populating batter ID#s from: Batter_IDs.csv
11:49:11 -> File already generated: YasielPuig_GameLogs_All.csv
11:49:11 -> File already generated: YasielPuig_PlayLogsAll.csv
11:49:11 -> File already generated: YasielPuig_GameLogs_All.csv
11:49:23 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:49:23 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:49:28 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:49:28 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:49:28 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:49:28 -> Populating batter ID#s from: Batter_IDs.csv
11:49:28 -> File already generated: YasielPuig_GameLogs_All.csv
11:49:28 -> File already generated: YasielPuig_PlayLogsAll.csv
11:49:28 -> File already generated: YasielPuig_GameLogs_All.csv
11:49:31 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:49:31 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:49:34 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:49:34 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:49:34 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:49:34 -> Populating batter ID#s from: Batter_IDs.csv
11:49:35 -> File already generated: YasielPuig_GameLogs_All.csv
11:49:35 -> File already generated: YasielPuig_PlayLogsAll.csv
11:49:35 -> File already generated: YasielPuig_GameLogs_All.csv
11:50:04 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:50:04 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:50:32 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:50:32 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:50:32 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:50:32 -> Populating batter ID#s from: Batter_IDs.csv
11:50:32 -> File already generated: YasielPuig_GameLogs_All.csv
11:50:32 -> File already generated: YasielPuig_PlayLogsAll.csv
11:50:32 -> File already generated: YasielPuig_GameLogs_All.csv
11:50:40 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:50:40 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:51:21 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:51:21 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:51:21 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:51:21 -> Populating batter ID#s from: Batter_IDs.csv
11:51:21 -> File already generated: YasielPuig_GameLogs_All.csv
11:51:21 -> File already generated: YasielPuig_PlayLogsAll.csv
11:51:21 -> File already generated: YasielPuig_GameLogs_All.csv
11:51:23 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:51:23 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:52:13 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:52:13 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:52:13 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:52:13 -> Populating batter ID#s from: Batter_IDs.csv
11:52:13 -> File already generated: YasielPuig_GameLogs_All.csv
11:52:13 -> File already generated: YasielPuig_PlayLogsAll.csv
11:52:13 -> File already generated: YasielPuig_GameLogs_All.csv
11:52:15 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:52:15 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:53:17 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:53:17 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:53:17 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:53:17 -> Populating batter ID#s from: Batter_IDs.csv
11:53:17 -> File already generated: YasielPuig_GameLogs_All.csv
11:53:17 -> File already generated: YasielPuig_PlayLogsAll.csv
11:53:17 -> File already generated: YasielPuig_GameLogs_All.csv
11:53:26 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:53:26 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:53:51 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:53:51 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:53:52 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:53:52 -> Populating batter ID#s from: Batter_IDs.csv
11:53:52 -> File already generated: YasielPuig_GameLogs_All.csv
11:53:52 -> File already generated: YasielPuig_PlayLogsAll.csv
11:53:52 -> File already generated: YasielPuig_GameLogs_All.csv
11:53:54 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:53:54 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:54:06 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:54:06 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:54:07 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:54:07 -> Populating batter ID#s from: Batter_IDs.csv
11:54:07 -> File already generated: YasielPuig_GameLogs_All.csv
11:54:07 -> File already generated: YasielPuig_PlayLogsAll.csv
11:54:10 -> Getting game logs for: Albert Pujols
11:54:14 -> Game logs found, writing to csv
11:54:14 -> Game logs for Albert Pujols written to: AlbertPujols_GameLogs_All.csv
11:54:20 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:54:20 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
11:55:05 -> Pitcher ID#s already found in: Pitcher_IDs.csv
11:55:05 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:55:05 -> Populating pitcher ID#s from: Pitcher_IDs.csv
11:55:05 -> Populating batter ID#s from: Batter_IDs.csv
11:55:05 -> File already generated: YasielPuig_GameLogs_All.csv
11:55:05 -> File already generated: YasielPuig_PlayLogsAll.csv
11:55:05 -> File already generated: AlbertPujols_GameLogs_All.csv
11:55:16 -> File already generated: ClaytonKershaw_GameLogs_All.csv
11:55:16 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:05:08 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:05:08 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:05:08 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:05:08 -> Populating batter ID#s from: Batter_IDs.csv
12:05:09 -> File already generated: YasielPuig_GameLogs_All.csv
12:05:09 -> File already generated: YasielPuig_PlayLogsAll.csv
12:05:09 -> File already generated: AlbertPujols_GameLogs_All.csv
12:05:12 -> File already generated: YasielPuig_GameLogs_All.csv
12:05:29 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:05:29 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:05:29 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:05:29 -> Populating batter ID#s from: Batter_IDs.csv
12:05:29 -> File already generated: YasielPuig_GameLogs_All.csv
12:05:29 -> File already generated: YasielPuig_PlayLogsAll.csv
12:05:29 -> File already generated: AlbertPujols_GameLogs_All.csv
12:05:31 -> File already generated: YasielPuig_GameLogs_All.csv
12:05:31 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:05:31 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:06:08 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:06:08 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:06:08 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:06:08 -> Populating batter ID#s from: Batter_IDs.csv
12:06:08 -> File already generated: YasielPuig_GameLogs_All.csv
12:06:08 -> File already generated: YasielPuig_PlayLogsAll.csv
12:06:08 -> File already generated: AlbertPujols_GameLogs_All.csv
12:06:09 -> File already generated: YasielPuig_GameLogs_All.csv
12:06:25 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:06:25 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:06:46 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:06:46 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:06:46 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:06:46 -> Populating batter ID#s from: Batter_IDs.csv
12:06:46 -> File already generated: YasielPuig_GameLogs_All.csv
12:06:46 -> File already generated: YasielPuig_PlayLogsAll.csv
12:06:46 -> File already generated: AlbertPujols_GameLogs_All.csv
12:06:48 -> File already generated: YasielPuig_GameLogs_All.csv
12:06:52 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:06:52 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:07:52 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:07:52 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:07:52 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:07:52 -> Populating batter ID#s from: Batter_IDs.csv
12:07:52 -> File already generated: YasielPuig_GameLogs_All.csv
12:07:52 -> File already generated: YasielPuig_PlayLogsAll.csv
12:07:52 -> File already generated: YasielPuig_GameLogs_All.csv
12:07:55 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:07:55 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:08:15 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:08:15 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:08:15 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:08:15 -> Populating batter ID#s from: Batter_IDs.csv
12:08:15 -> File already generated: YasielPuig_GameLogs_All.csv
12:08:15 -> File already generated: YasielPuig_PlayLogsAll.csv
12:08:15 -> File already generated: YasielPuig_GameLogs_All.csv
12:08:24 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:08:24 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:09:09 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:09:09 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:09:09 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:09:09 -> Populating batter ID#s from: Batter_IDs.csv
12:09:09 -> File already generated: YasielPuig_GameLogs_All.csv
12:09:09 -> File already generated: YasielPuig_PlayLogsAll.csv
12:09:09 -> File already generated: YasielPuig_GameLogs_All.csv
12:09:20 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:09:20 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:09:55 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:09:55 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:09:55 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:09:55 -> Populating batter ID#s from: Batter_IDs.csv
12:09:55 -> File already generated: YasielPuig_GameLogs_All.csv
12:09:55 -> File already generated: YasielPuig_PlayLogsAll.csv
12:09:55 -> File already generated: YasielPuig_GameLogs_All.csv
12:10:00 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:10:00 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:10:00 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:10:00 -> Populating batter ID#s from: Batter_IDs.csv
12:10:00 -> File already generated: YasielPuig_GameLogs_All.csv
12:10:00 -> File already generated: YasielPuig_PlayLogsAll.csv
12:10:00 -> File already generated: YasielPuig_GameLogs_All.csv
12:10:25 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:10:25 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:10:42 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:10:42 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:10:42 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:10:42 -> Populating batter ID#s from: Batter_IDs.csv
12:10:42 -> File already generated: YasielPuig_GameLogs_All.csv
12:10:42 -> File already generated: YasielPuig_PlayLogsAll.csv
12:10:42 -> File already generated: YasielPuig_GameLogs_All.csv
12:10:49 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:10:49 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:10:59 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:10:59 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:10:59 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:10:59 -> Populating batter ID#s from: Batter_IDs.csv
12:10:59 -> File already generated: YasielPuig_GameLogs_All.csv
12:10:59 -> File already generated: YasielPuig_PlayLogsAll.csv
12:10:59 -> File already generated: AlbertPujols_GameLogs_All.csv
12:11:11 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:11:11 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:11:20 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:11:20 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:11:20 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:11:20 -> Populating batter ID#s from: Batter_IDs.csv
12:11:20 -> File already generated: YasielPuig_GameLogs_All.csv
12:11:20 -> File already generated: YasielPuig_PlayLogsAll.csv
12:11:20 -> File already generated: AlbertPujols_GameLogs_All.csv
12:11:22 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:11:22 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:14:45 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:14:45 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:14:45 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:14:45 -> Populating batter ID#s from: Batter_IDs.csv
12:14:45 -> File already generated: YasielPuig_GameLogs_All.csv
12:14:45 -> File already generated: YasielPuig_PlayLogsAll.csv
12:14:45 -> File already generated: AlbertPujols_GameLogs_All.csv
12:14:46 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:14:46 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:15:02 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:15:02 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:15:02 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:15:02 -> Populating batter ID#s from: Batter_IDs.csv
12:15:02 -> File already generated: YasielPuig_GameLogs_All.csv
12:15:02 -> File already generated: YasielPuig_PlayLogsAll.csv
12:15:02 -> File already generated: AlbertPujols_GameLogs_All.csv
12:15:02 -> File already generated: AlbertPujols_GameLogs_All.csv
12:15:02 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:15:02 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:15:33 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:15:33 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:15:33 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:15:33 -> Populating batter ID#s from: Batter_IDs.csv
12:15:33 -> File already generated: YasielPuig_GameLogs_All.csv
12:15:33 -> File already generated: YasielPuig_PlayLogsAll.csv
12:15:33 -> File already generated: AlbertPujols_GameLogs_All.csv
12:15:33 -> File already generated: AlbertPujols_GameLogs_All.csv
12:15:33 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:15:33 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:15:48 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:15:48 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:15:48 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:15:48 -> Populating batter ID#s from: Batter_IDs.csv
12:15:48 -> File already generated: YasielPuig_GameLogs_All.csv
12:15:48 -> File already generated: YasielPuig_PlayLogsAll.csv
12:15:48 -> File already generated: AlbertPujols_GameLogs_All.csv
12:15:48 -> File already generated: AlbertPujols_GameLogs_All.csv
12:15:48 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:15:48 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:16:57 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:16:57 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:16:57 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:16:57 -> Populating batter ID#s from: Batter_IDs.csv
12:16:57 -> File already generated: YasielPuig_GameLogs_All.csv
12:16:57 -> File already generated: YasielPuig_PlayLogsAll.csv
12:16:57 -> File already generated: AlbertPujols_GameLogs_All.csv
12:16:57 -> File already generated: AlbertPujols_GameLogs_All.csv
12:16:57 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:16:57 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:17:47 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:17:47 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:17:47 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:17:47 -> Populating batter ID#s from: Batter_IDs.csv
12:17:47 -> File already generated: YasielPuig_GameLogs_All.csv
12:17:47 -> File already generated: YasielPuig_PlayLogsAll.csv
12:17:47 -> File already generated: AlbertPujols_GameLogs_All.csv
12:17:47 -> File already generated: AlbertPujols_GameLogs_All.csv
12:17:47 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:17:47 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:17:59 -> Pitcher ID#s already found in: Pitcher_IDs.csv
